UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_normalized,Process temperature [K]_normalized,Rotational speed [rpm]_normalized,Torque [Nm]_normalized,Tool wear [min]_normalized,temp_difference,power_estimate,thermal_stress,Type_H,Type_L,Type_M
5264,L52443,303.5,312.8,1877,22.3,96,0,0,0,0,0,0,1.747309000506509,1.8833831314959066,1.886524838005282,-1.7742027871475898,-0.18774896265943417,9.300000000000011,4.383401403288302,1.0306425041186162,False,True,False
5265,L52444,303.4,312.8,1376,53.4,98,0,0,0,0,0,0,1.6973154667430392,1.8833831314959066,-0.9079226976083941,1.34548893290357,-0.15632917140189348,9.400000000000034,7.69487904492617,1.0309822017139092,False,True,False
5266,M20125,303.5,312.9,1883,23.3,100,0,0,0,0,0,0,1.747309000506509,1.9507806469728988,1.9199912755575417,-1.6738911562777776,-0.12490938014435282,9.399999999999977,4.594606765106294,1.0309719934102142,False,False,True
5267,M20126,303.4,312.8,1518,38.7,103,0,0,0,0,0,0,1.6973154667430392,1.8833831314959066,-0.11588367553825032,-0.1290920408826692,-0.07777969325804182,9.400000000000034,6.1521206409048075,1.0309822017139092,False,False,True
5268,M20127,303.5,312.9,1438,42.8,106,0,0,0,0,0,0,1.747309000506509,1.9507806469728988,-0.5621028429017115,0.2821856456835603,-0.030650006371730817,9.399999999999977,6.44532411770866,1.0309719934102142,False,False,True
5269,L52448,303.4,312.9,1389,54.1,109,0,0,0,0,0,0,1.6973154667430392,1.9507806469728988,-0.8354120829118316,1.4157070745124387,0.016479680514580184,9.5,7.869399937166197,1.0313117996044825,False,True,False
5270,L52449,303.5,312.9,1504,44.8,111,0,0,0,0,0,0,1.747309000506509,1.9507806469728988,-0.19397202982685605,0.4828089074231847,0.04789947177212085,9.399999999999977,7.056152476699131,1.0309719934102142,False,True,False
5271,L52450,303.5,312.9,1275,64.4,113,0,0,0,0,0,0,1.747309000506509,1.9507806469728988,-1.4712743964047639,2.448916872471505,0.07931926302966152,9.399999999999977,8.598806157712849,1.0309719934102142,False,True,False
5272,L52451,303.6,313.0,1534,39.7,115,0,0,0,0,0,0,1.797302534269979,2.0181781624499293,-0.026639842065558077,-0.028780410012857,0.11073905428720218,9.399999999999977,6.377610220965546,1.030961791831357,False,True,False
5273,M20132,303.6,313.0,1396,38.2,117,0,0,0,0,0,0,1.797302534269979,2.0181781624499293,-0.7963679057675287,-0.1792478563175753,0.14215884554474287,9.399999999999977,5.584584773274689,1.030961791831357,False,False,True
5274,L52453,303.6,313.1,1395,44.1,120,0,0,0,0,0,0,1.797302534269979,2.0855756779269594,-0.801945645359572,0.4125907658143166,0.18928853243105387,9.5,6.442507068803016,1.0312911725955205,False,True,False
5275,L52454,303.6,313.0,1617,30.9,122,0,0,0,0,0,0,1.797302534269979,2.0181781624499293,0.43631254407403297,-0.9115227616672049,0.22070832368859453,9.399999999999977,5.232516493873703,1.030961791831357,False,True,False
5276,L52455,303.7,313.1,1423,41.2,124,0,0,0,0,0,0,1.8472960680334205,2.0855756779269594,-0.6457689367823606,0.12168703629186133,0.2521281149461352,9.400000000000034,6.139658602995079,1.0309515969706948,False,True,False
5277,L52456,303.5,313.0,1606,34.0,126,0,0,0,0,0,0,1.747309000506509,2.0181781624499293,0.374957408561557,-0.6005567059707869,0.28354790620367587,9.5,5.718295109435543,1.031301482701812,False,True,False
5278,L52457,303.5,312.9,1501,44.0,128,0,0,0,0,0,0,1.747309000506509,1.9507806469728988,-0.21070524860298584,0.40255960272733526,0.31496769746121656,9.399999999999977,6.916326316891821,1.0309719934102142,False,True,False
5279,M20138,303.5,312.9,1618,30.4,130,0,0,0,0,0,0,1.747309000506509,1.9507806469728988,0.44189028366607624,-0.961678577102111,0.3463874887187572,9.399999999999977,5.151031521625301,1.0309719934102142,False,False,True
5280,L52459,303.6,313.0,1522,35.8,133,0,0,0,0,0,0,1.797302534269979,2.0181781624499293,-0.09357271717007726,-0.4199957704051252,0.3935171756050682,9.399999999999977,5.70610535134569,1.030961791831357,False,True,False
5281,L52460,303.6,312.9,1480,41.4,135,0,0,0,0,0,0,1.797302534269979,1.9507806469728988,-0.3278377800358944,0.14174936246582334,0.42493696686260884,9.299999999999955,6.416588124410933,1.0306324110671936,False,True,False
5282,M20141,303.7,313.0,1469,39.9,137,0,0,0,0,0,0,1.8472960680334205,2.0181781624499293,-0.3891929155483703,-0.008718083838894983,0.45635675812014953,9.300000000000011,6.138140119384229,1.030622324662496,False,False,True
5283,H34696,303.8,313.2,1381,52.4,140,0,0,0,0,0,0,1.8972896017968903,2.1529731934039518,-0.8800339996481777,1.2451773020337578,0.5034864450064606,9.399999999999977,7.578217614409885,1.0309414088215931,True,False,False
5284,L52463,303.8,313.2,1525,41.9,145,0,0,0,0,0,0,1.8972896017968903,2.1529731934039518,-0.07683949839394746,0.19190517790072945,0.5820359231503122,9.399999999999977,6.691538380982302,1.0309414088215931,False,True,False
5285,M20144,303.8,313.2,1732,29.6,147,0,0,0,0,0,0,1.8972896017968903,2.1529731934039518,1.0777525971590085,-1.0419278817979605,0.6134557144078528,9.399999999999977,5.368855377526443,1.0309414088215931,False,False,True
5286,L52465,303.8,313.1,1523,39.8,150,0,0,0,0,0,0,1.8972896017968903,2.0855756779269594,-0.087994977578034,-0.01874924692587635,0.6605854012941639,9.300000000000011,6.34782699759137,1.0306122448979593,False,True,False
5287,L52466,303.8,313.1,1422,42.4,152,0,0,0,0,0,0,1.8972896017968903,2.0855756779269594,-0.6513466763744038,0.24206099333563555,0.6920051925517046,9.300000000000011,6.314043355325165,1.0306122448979593,False,True,False
5288,H34701,303.8,313.2,1506,46.9,154,0,0,0,0,0,0,1.8972896017968903,2.1529731934039518,-0.1828165506427695,0.6934633322497905,0.7234249838092452,9.399999999999977,7.396732642161482,1.0309414088215931,True,False,False
5289,L52468,303.8,313.2,1531,39.4,159,0,0,0,0,0,0,1.8972896017968903,2.1529731934039518,-0.04337306084168787,-0.05887389927380109,0.8019744619530969,9.399999999999977,6.317038433343805,1.0309414088215931,False,True,False
5290,M20149,303.9,313.3,1507,34.3,161,0,0,0,0,0,0,1.947283135560332,2.220370708880982,-0.17723881105072625,-0.5704632167098436,0.8333942532106375,9.400000000000034,5.413142737459419,1.030931227377427,False,False,True
5291,L52470,303.9,313.3,1526,40.7,164,0,0,0,0,0,0,1.947283135560332,2.220370708880982,-0.0712617588019042,0.07153122085695522,0.8805239400969486,9.400000000000034,6.504157503403499,1.030931227377427,False,True,False
5292,L52471,303.8,313.3,1406,52.1,166,0,0,0,0,0,0,1.8972896017968903,2.220370708880982,-0.7405905098470961,1.2150838127728143,0.9119437313544893,9.5,7.671232589799979,1.0312705727452272,False,True,False
5293,M20152,303.9,313.3,1567,35.0,168,0,0,0,0,0,0,1.947283135560332,2.220370708880982,0.15742556447186967,-0.5002450751009747,0.9433635226120299,9.400000000000034,5.743533354277935,1.030931227377427,False,False,True
5294,M20153,303.9,313.4,1464,49.1,171,0,0,0,0,0,0,1.947283135560332,2.2877682243579742,-0.41708161350858663,0.9141489201633777,0.9904932094983409,9.5,7.527741124725103,1.031260282987825,False,False,True
5295,L52474,303.9,313.4,1442,48.5,174,0,0,0,0,0,0,1.947283135560332,2.2877682243579742,-0.5397918845335385,0.8539619416414902,1.0376228963846519,9.5,7.324012985652948,1.031260282987825,False,True,False
5296,L52475,303.8,313.2,1336,47.8,176,0,0,0,0,0,0,1.8972896017968903,2.1529731934039518,-1.1310322812901246,0.7837438000326213,1.0690426876421926,9.399999999999977,6.687695046601738,1.0309414088215931,False,True,False
5297,H34710,303.8,313.2,1379,50.2,178,0,0,0,0,0,0,1.8972896017968903,2.1529731934039518,-0.8911894788322642,1.0244917141201713,1.1004624788997333,9.399999999999977,7.249533982615981,1.0309414088215931,True,False,False
5298,L52477,303.7,313.1,1406,48.6,183,0,0,0,0,0,0,1.8472960680334205,2.0855756779269594,-0.7405905098470961,0.8639931047284716,1.1790119570435849,9.400000000000034,7.155890669180019,1.0309515969706948,False,True,False
5299,M20158,303.7,313.1,2130,18.1,185,0,0,0,0,0,0,1.8472960680334205,2.0855756779269594,3.297692954792228,-2.195511636800801,1.2104317483011255,9.400000000000034,4.037386113729187,1.0309515969706948,False,False,True
5300,L52479,303.7,313.1,1355,49.1,188,0,0,0,0,0,0,1.8472960680334205,2.0855756779269594,-1.0250552290413026,0.9141489201633777,1.2575614351874365,9.400000000000034,6.967274060111007,1.0309515969706948,False,True,False
5301,M20160,303.8,313.2,1710,26.5,190,0,0,0,0,0,0,1.8972896017968903,2.1529731934039518,0.9550423261340566,-1.3528939374943785,1.2889812264449771,9.399999999999977,4.745523091423186,1.0309414088215931,False,False,True
5302,L52481,303.8,313.1,1309,55.8,193,0,0,0,0,0,0,1.8972896017968903,2.0855756779269594,-1.281631250275293,1.586236846991119,1.3361109133312883,9.300000000000011,7.649198868991517,1.0306122448979593,False,True,False
5303,L52482,303.9,313.1,1491,37.2,195,0,0,0,0,0,0,1.947283135560332,2.0855756779269594,-0.26648264452341847,-0.27955948718738755,1.367530704588829,9.200000000000045,5.808482563619227,1.0302731161566305,False,True,False
5304,L52483,303.9,313.2,1481,44.1,197,0,0,0,0,0,0,1.947283135560332,2.1529731934039518,-0.32226004044385115,0.4125907658143166,1.3989504958463697,9.300000000000011,6.839679547596607,1.0306021717670286,False,True,False
5305,L52484,303.9,313.1,1425,49.3,199,0,0,0,0,0,0,1.947283135560332,2.0855756779269594,-0.634613457598274,0.9342112463373397,1.4303702871039103,9.200000000000045,7.3570530945648756,1.0302731161566305,False,True,False
5306,H34719,303.9,313.2,1680,29.1,201,0,0,0,0,0,0,1.947283135560332,2.1529731934039518,0.7877101383727587,-1.0920836972328667,1.4617900783614508,9.300000000000011,5.119698397737983,1.0306021717670286,True,False,False
5307,H34720,304.0,313.2,1612,31.7,206,0,0,0,0,0,0,1.9972766693238018,2.1529731934039518,0.40842384611381666,-0.831273456971355,1.5403395565053026,9.199999999999989,5.351387579851293,1.0302631578947368,True,False,False
5308,L52487,304.0,313.3,1530,34.8,211,0,0,0,0,0,0,1.9972766693238018,2.220370708880982,-0.04895080043373114,-0.5203074012749375,1.6188890346491542,9.300000000000011,5.575871819038642,1.030592105263158,False,True,False
5309,L52488,304.0,313.2,1481,42.6,213,0,0,0,0,0,0,1.9972766693238018,2.1529731934039518,-0.32226004044385115,0.2621233195095983,1.650308825906695,9.199999999999989,6.607037386113729,1.0302631578947368,False,True,False
5310,M20169,303.9,313.2,1422,48.0,215,1,1,0,0,0,0,1.947283135560332,2.1529731934039518,-0.6513466763744038,0.8038061262065841,1.6817286171642356,9.300000000000011,7.147973609802073,1.0306021717670286,False,False,True
5311,L52490,303.8,313.0,1427,43.0,0,0,0,0,0,0,0,1.8972896017968903,2.0181781624499293,-0.6234579784141875,0.302247971857523,-1.6958989430213862,9.199999999999989,6.425908472091319,1.030283080974325,False,True,False
5312,H34725,303.7,312.9,1460,49.8,2,0,0,0,0,0,0,1.8472960680334205,1.9507806469728988,-0.43939257187675973,0.9843670617722458,-1.6644791517638455,9.199999999999989,7.614200439836632,1.030293052354297,True,False,False
5313,L52492,303.6,312.9,1873,23.5,7,0,0,0,0,0,0,1.797302534269979,1.9507806469728988,1.8642138796371088,-1.653828830103815,-1.585929673619994,9.299999999999955,4.609435542988795,1.0306324110671936,False,True,False
5314,M20173,303.7,312.9,1566,32.6,9,0,0,0,0,0,0,1.8472960680334205,1.9507806469728988,0.15184782487982643,-0.7409929891885239,-1.5545098823624532,9.199999999999989,5.346277097078229,1.030293052354297,False,False,True
5315,L52494,303.6,312.8,1701,30.8,12,0,0,0,0,0,0,1.797302534269979,1.8833831314959066,0.9048426698056673,-0.921553924754186,-1.507380195476142,9.199999999999989,5.486522148916118,1.0303030303030303,False,True,False
5316,L52495,303.6,312.8,1710,27.2,14,0,0,0,0,0,0,1.797302534269979,1.8833831314959066,0.9550423261340566,-1.28267579588551,-1.4759604042186016,9.199999999999989,4.870876531573987,1.0303030303030303,False,True,False
5317,M20176,303.6,312.8,1689,33.1,16,0,0,0,0,0,0,1.797302534269979,1.8833831314959066,0.8379097947011481,-0.6908371737536178,-1.444540612961061,9.199999999999989,5.854633993088282,1.0303030303030303,False,False,True
5318,L52497,303.6,312.7,1637,32.9,19,0,0,0,0,0,0,1.797302534269979,1.815985616018876,0.5478673359148982,-0.7108994999275805,-1.3974109260747498,9.099999999999966,5.640098439627185,1.0299736495388667,False,True,False
5319,L52498,303.5,312.6,1496,39.0,21,0,0,0,0,0,0,1.747309000506509,1.748588100541884,-0.23859394656320215,-0.09899855162172583,-1.3659911348172091,9.100000000000023,6.109959158027019,1.0299835255354202,False,True,False
5320,M20179,303.5,312.7,1402,47.0,23,0,0,0,0,0,0,1.747309000506509,1.815985616018876,-0.7629014682152692,0.7034944953367719,-1.3345713435596684,9.199999999999989,6.9006178657451045,1.030313014827018,False,False,True
5321,L52500,303.4,312.7,1363,45.5,26,0,0,0,0,0,0,1.6973154667430392,1.815985616018876,-0.9804333123049565,0.5530270490320536,-1.2874416566733575,9.300000000000011,6.494554403602471,1.0306526038233357,False,True,False
5322,M20181,303.4,312.7,1576,49.9,28,0,0,0,0,0,0,1.6973154667430392,1.815985616018876,0.20762522080025908,0.9943982248592271,-1.2560218654158168,9.300000000000011,8.235668656403812,1.0306526038233357,False,False,True
5323,M20182,303.4,312.7,1357,55.3,31,0,0,0,0,0,0,1.6973154667430392,1.815985616018876,-1.013899749857216,1.536081031556213,-1.208892178529506,9.300000000000011,7.8586344119803115,1.0306526038233357,False,False,True
5324,M20183,303.4,312.7,1399,48.4,34,0,0,0,0,0,0,1.6973154667430392,1.815985616018876,-0.7796346869913989,0.8439307785545088,-1.1617624916431948,9.300000000000011,7.090962404440255,1.0306526038233357,False,False,True
5325,M20184,303.4,312.8,1526,30.8,37,0,0,0,0,0,0,1.6973154667430392,1.8833831314959066,-0.0712617588019042,-0.921553924754186,-1.1146328047568839,9.400000000000034,4.922065137710756,1.0309822017139092,False,False,True
5326,L52505,303.5,312.7,1694,27.3,40,0,0,0,0,0,0,1.747309000506509,1.815985616018876,0.8657984926613644,-1.2726446327985286,-1.067503117870573,9.199999999999989,4.843041156142005,1.030313014827018,False,True,False
5327,M20186,303.5,312.7,1420,49.1,42,0,0,0,0,0,0,1.747309000506509,1.815985616018876,-0.6625021555584903,0.9141489201633777,-1.0360833266130323,9.199999999999989,7.30149753900932,1.030313014827018,False,False,True
5328,M20187,303.5,312.7,2116,16.7,45,0,0,0,0,0,0,1.747309000506509,1.815985616018876,3.2196046005036223,-2.3359479200185382,-0.9889536397267212,9.199999999999989,3.700617865745104,1.030313014827018,False,False,True
5329,M20188,303.7,312.9,1406,41.9,48,0,0,0,0,0,0,1.8472960680334205,1.9507806469728988,-0.7405905098470961,0.19190517790072945,-0.9418239528404102,9.199999999999989,6.169378992564667,1.030293052354297,False,False,True
5330,L52509,303.7,313.0,1456,45.5,51,0,0,0,0,0,0,1.8472960680334205,2.0181781624499293,-0.46170353024493277,0.5530270490320536,-0.8946942659540992,9.300000000000011,6.9376898104513565,1.030622324662496,False,True,False
5331,L52510,303.6,312.9,1588,31.9,53,0,0,0,0,0,0,1.797302534269979,1.9507806469728988,0.27455809590477825,-0.8112111307973927,-0.8632744746965585,9.299999999999955,5.304974342863127,1.0306324110671936,False,True,False
5332,L52511,303.7,312.8,1448,44.5,55,0,0,0,0,0,0,1.8472960680334205,1.8833831314959066,-0.5063254469812789,0.45271541816224137,-0.8318546834390178,9.100000000000023,6.7479317205990155,1.0299637800460981,False,True,False
5333,H34746,303.6,312.7,1403,46.2,57,0,0,0,0,0,0,1.797302534269979,1.815985616018876,-0.7573237286232258,0.6232451906409224,-0.8004348921814772,9.099999999999966,6.787998743323909,1.0299736495388667,True,False,False
5334,M20193,303.5,312.6,1405,51.6,62,0,0,0,0,0,0,1.747309000506509,1.748588100541884,-0.7461682494391393,1.1649279973379083,-0.7218854140376255,9.100000000000023,7.592208608231228,1.0299835255354202,False,False,True
5335,M20194,303.4,312.6,2706,9.8,65,1,0,0,1,0,0,1.6973154667430392,1.748588100541884,6.510470959809149,-3.0280981730202425,-0.6747557271513145,9.200000000000045,2.7771284951303805,1.0303230059327622,False,False,True
5336,M20195,303.3,312.4,1505,38.9,68,0,0,0,0,0,0,1.6473219329795978,1.613793069587823,-0.18839429023481277,-0.1090297147087072,-0.6276260402650035,9.099999999999966,6.130956121059797,1.0300032970656114,False,False,True
5337,L52516,303.2,312.4,1663,33.7,71,0,0,0,0,0,0,1.5973283992161278,1.613793069587823,0.6928885653080231,-0.6306501952317303,-0.5804963533786925,9.199999999999989,5.8690019897371455,1.0303430079155673,False,True,False
5338,M20197,303.3,312.6,1482,44.4,73,0,0,0,0,0,0,1.6473219329795978,1.748588100541884,-0.3166823008518079,0.44268425507526,-0.5490765621211519,9.300000000000011,6.890857681432611,1.0306627101879329,False,False,True
5339,M20198,303.3,312.5,1674,32.7,76,0,0,0,0,0,0,1.6473219329795978,1.6811905850648536,0.7542437008204991,-0.7309618261015425,-0.5019468752348408,9.199999999999989,5.732516493873704,1.0303330036267722,False,False,True
5340,M20199,303.4,312.7,1594,32.8,79,0,0,0,0,0,0,1.6973154667430392,1.815985616018876,0.30802453345703784,-0.7209306630145619,-0.45481718834852986,9.300000000000011,5.475253953293539,1.0306526038233357,False,False,True
5341,L52520,303.5,312.7,1393,49.3,82,0,0,0,0,0,0,1.747309000506509,1.815985616018876,-0.8131011245436585,0.9342112463373397,-0.4076875014622188,9.199999999999989,7.191842077704471,1.030313014827018,False,True,False
5342,H34755,303.5,312.8,1404,55.8,84,0,0,0,0,0,0,1.747309000506509,1.8833831314959066,-0.7517459890311826,1.586236846991119,-0.37626771020467814,9.300000000000011,8.204335532516494,1.0306425041186162,True,False,False
5343,M20202,303.5,312.8,1375,45.7,89,0,0,0,0,0,0,1.747309000506509,1.8833831314959066,-0.9135004372004373,0.5730893752060163,-0.2977182320608265,9.300000000000011,6.580531992878837,1.0306425041186162,False,False,True
5344,L52523,303.5,312.8,1607,38.4,92,0,0,0,0,0,0,1.747309000506509,1.8833831314959066,0.3805351481536003,-0.1591855301436133,-0.2505885451745155,9.300000000000011,6.462331134150173,1.0306425041186162,False,True,False
5345,L52524,303.4,312.8,1360,50.8,94,0,0,0,0,0,0,1.6973154667430392,1.8833831314959066,-0.9971665310810862,1.084678692642058,-0.21916875391697482,9.400000000000034,7.23510315216253,1.0309822017139092,False,True,False
5346,L52525,303.5,312.8,1524,39.4,96,0,0,0,0,0,0,1.747309000506509,1.8833831314959066,-0.08241723798599072,-0.05887389927380109,-0.18774896265943417,9.300000000000011,6.288155827835375,1.0306425041186162,False,True,False
5347,L52526,303.4,312.7,1534,35.5,98,0,0,0,0,0,0,1.6973154667430392,1.815985616018876,-0.026639842065558077,-0.4500892596660686,-0.15632917140189348,9.300000000000011,5.70290082731176,1.0306526038233357,False,True,False
5348,L52527,303.3,312.7,1262,63.8,100,0,0,0,0,0,0,1.6473219329795978,1.815985616018876,-1.5437850111013263,2.3887298939496167,-0.12490938014435282,9.399999999999977,8.431835794324012,1.0309924167490931,False,True,False
5349,L52528,303.3,312.6,1623,34.6,102,0,0,0,0,0,0,1.6473219329795978,1.748588100541884,0.46977898162629256,-0.5403697274488994,-0.09348958888681215,9.300000000000011,5.880804272698712,1.0306627101879329,False,True,False
