UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,time_step,window_id
3986,L51165,L,302.3,311.2,1386,50.3,110,0,0,0,0,0,0,0,797
3987,M18846,M,302.2,311.3,1577,29.8,112,0,0,0,0,0,0,1,797
3988,M18847,M,302.3,311.3,1444,43.1,115,0,0,0,0,0,0,2,797
3989,L51168,L,302.2,311.3,1554,40.2,118,0,0,0,0,0,0,3,797
3990,L51169,L,302.2,311.3,1602,32.8,120,0,0,0,0,0,0,4,797
3991,H33404,H,302.2,311.2,1692,28.2,122,0,0,0,0,0,0,5,797
3992,L51171,L,302.3,311.3,1682,34.4,127,0,0,0,0,0,0,6,797
3993,L51172,L,302.3,311.3,1614,34.1,129,0,0,0,0,0,0,7,797
3994,L51173,L,302.3,311.3,1324,47.8,131,0,0,0,0,0,0,8,797
3995,L51174,L,302.3,311.4,1434,40.3,133,0,0,0,0,0,0,9,797
3991,H33404,H,302.2,311.2,1692,28.2,122,0,0,0,0,0,0,0,798
3992,L51171,L,302.3,311.3,1682,34.4,127,0,0,0,0,0,0,1,798
3993,L51172,L,302.3,311.3,1614,34.1,129,0,0,0,0,0,0,2,798
3994,L51173,L,302.3,311.3,1324,47.8,131,0,0,0,0,0,0,3,798
3995,L51174,L,302.3,311.4,1434,40.3,133,0,0,0,0,0,0,4,798
3996,L51175,L,302.3,311.3,1621,31.6,135,0,0,0,0,0,0,5,798
3997,M18856,M,302.3,311.3,1625,33.1,137,0,0,0,0,0,0,6,798
3998,L51177,L,302.2,311.1,1394,53.7,140,0,0,0,0,0,0,7,798
3999,L51178,L,302.1,311.0,1586,35.1,142,0,0,0,0,0,0,8,798
4000,L51179,L,302.0,311.0,1420,45.9,144,0,0,0,0,0,0,9,798
3996,L51175,L,302.3,311.3,1621,31.6,135,0,0,0,0,0,0,0,799
3997,M18856,M,302.3,311.3,1625,33.1,137,0,0,0,0,0,0,1,799
3998,L51177,L,302.2,311.1,1394,53.7,140,0,0,0,0,0,0,2,799
3999,L51178,L,302.1,311.0,1586,35.1,142,0,0,0,0,0,0,3,799
4000,L51179,L,302.0,311.0,1420,45.9,144,0,0,0,0,0,0,4,799
4001,L51180,L,302.1,311.2,1422,50.3,146,0,0,0,0,0,0,5,799
4002,H33415,H,302.1,311.2,1598,37.9,148,0,0,0,0,0,0,6,799
4003,L51182,L,302.1,311.2,1454,59.2,153,1,0,0,1,0,0,7,799
4004,L51183,L,302.1,311.2,1519,39.3,155,0,0,0,0,0,0,8,799
4005,L51184,L,302.0,311.1,1373,55.7,157,0,0,0,0,0,0,9,799
4001,L51180,L,302.1,311.2,1422,50.3,146,0,0,0,0,0,0,0,800
4002,H33415,H,302.1,311.2,1598,37.9,148,0,0,0,0,0,0,1,800
4003,L51182,L,302.1,311.2,1454,59.2,153,1,0,0,1,0,0,2,800
4004,L51183,L,302.1,311.2,1519,39.3,155,0,0,0,0,0,0,3,800
4005,L51184,L,302.0,311.1,1373,55.7,157,0,0,0,0,0,0,4,800
4006,M18865,M,302.0,311.1,1406,48.8,159,0,0,0,0,0,0,5,800
4007,L51186,L,302.1,311.2,1492,45.0,162,0,0,0,0,0,0,6,800
4008,L51187,L,302.1,311.2,1369,50.8,164,0,0,0,0,0,0,7,800
4009,M18868,M,302.2,311.2,1471,41.9,166,0,0,0,0,0,0,8,800
4010,L51189,L,302.2,311.2,1630,36.0,169,0,0,0,0,0,0,9,800
4006,M18865,M,302.0,311.1,1406,48.8,159,0,0,0,0,0,0,0,801
4007,L51186,L,302.1,311.2,1492,45.0,162,0,0,0,0,0,0,1,801
4008,L51187,L,302.1,311.2,1369,50.8,164,0,0,0,0,0,0,2,801
4009,M18868,M,302.2,311.2,1471,41.9,166,0,0,0,0,0,0,3,801
4010,L51189,L,302.2,311.2,1630,36.0,169,0,0,0,0,0,0,4,801
4011,M18870,M,302.1,311.1,1605,37.6,171,0,0,0,0,0,0,5,801
4012,L51191,L,302.2,311.1,1447,52.1,174,0,0,0,0,0,0,6,801
4013,M18872,M,302.2,311.2,1360,52.8,176,0,0,0,0,0,0,7,801
4014,M18873,M,302.2,311.1,1728,34.0,179,0,0,0,0,0,0,8,801
4015,L51194,L,302.1,311.0,1740,30.8,182,0,0,0,0,0,0,9,801
4011,M18870,M,302.1,311.1,1605,37.6,171,0,0,0,0,0,0,0,802
4012,L51191,L,302.2,311.1,1447,52.1,174,0,0,0,0,0,0,1,802
4013,M18872,M,302.2,311.2,1360,52.8,176,0,0,0,0,0,0,2,802
4014,M18873,M,302.2,311.1,1728,34.0,179,0,0,0,0,0,0,3,802
4015,L51194,L,302.1,311.0,1740,30.8,182,0,0,0,0,0,0,4,802
4016,L51195,L,302.1,310.9,1477,41.4,184,0,0,0,0,0,0,5,802
4017,L51196,L,302.1,310.9,1658,30.3,186,0,0,0,0,0,0,6,802
4018,L51197,L,302.0,310.8,1902,23.4,188,0,0,0,0,0,0,7,802
4019,M18878,M,302.0,310.8,1783,23.1,190,0,0,0,0,0,0,8,802
4020,M18879,M,302.0,310.9,1558,45.3,193,0,0,0,0,0,0,9,802
4016,L51195,L,302.1,310.9,1477,41.4,184,0,0,0,0,0,0,0,803
4017,L51196,L,302.1,310.9,1658,30.3,186,0,0,0,0,0,0,1,803
4018,L51197,L,302.0,310.8,1902,23.4,188,0,0,0,0,0,0,2,803
4019,M18878,M,302.0,310.8,1783,23.1,190,0,0,0,0,0,0,3,803
4020,M18879,M,302.0,310.9,1558,45.3,193,0,0,0,0,0,0,4,803
4021,L51200,L,302.1,311.0,1351,49.5,196,0,0,0,0,0,0,5,803
4022,H33435,H,302.1,310.9,1452,42.5,198,0,0,0,0,0,0,6,803
4023,L51202,L,302.1,310.9,1666,30.7,203,0,0,0,0,0,0,7,803
4024,L51203,L,302.1,311.0,1364,50.0,205,0,0,0,0,0,0,8,803
4025,M18884,M,302.1,311.0,1351,60.3,207,1,0,0,0,1,0,9,803
4021,L51200,L,302.1,311.0,1351,49.5,196,0,0,0,0,0,0,0,804
4022,H33435,H,302.1,310.9,1452,42.5,198,0,0,0,0,0,0,1,804
4023,L51202,L,302.1,310.9,1666,30.7,203,0,0,0,0,0,0,2,804
4024,L51203,L,302.1,311.0,1364,50.0,205,0,0,0,0,0,0,3,804
4025,M18884,M,302.1,311.0,1351,60.3,207,1,0,0,0,1,0,4,804
4026,H33439,H,302.1,311.0,1729,26.1,210,0,0,0,0,0,0,5,804
4027,M18886,M,302.1,311.0,1574,34.1,215,0,0,0,0,0,0,6,804
4028,L51207,L,302.0,311.0,1566,37.8,218,0,0,0,0,0,0,7,804
4029,L51208,L,302.0,310.9,1455,43.2,220,0,0,0,0,0,0,8,804
4030,H33443,H,302.0,310.9,1679,29.0,222,0,0,0,0,0,0,9,804
4026,H33439,H,302.1,311.0,1729,26.1,210,0,0,0,0,0,0,0,805
4027,M18886,M,302.1,311.0,1574,34.1,215,0,0,0,0,0,0,1,805
4028,L51207,L,302.0,311.0,1566,37.8,218,0,0,0,0,0,0,2,805
4029,L51208,L,302.0,310.9,1455,43.2,220,0,0,0,0,0,0,3,805
4030,H33443,H,302.0,310.9,1679,29.0,222,0,0,0,0,0,0,4,805
4031,L51210,L,302.0,310.8,2143,17.3,227,0,0,0,0,0,0,5,805
4032,L51211,L,302.0,310.8,1447,42.7,229,0,0,0,0,0,0,6,805
4033,L51212,L,302.0,310.8,1383,50.3,231,1,0,0,0,1,0,7,805
4034,L51213,L,302.1,310.8,1772,27.1,233,0,0,0,0,0,0,8,805
4035,L51214,L,302.0,310.8,1615,29.0,235,1,1,0,0,0,0,9,805
4031,L51210,L,302.0,310.8,2143,17.3,227,0,0,0,0,0,0,0,806
4032,L51211,L,302.0,310.8,1447,42.7,229,0,0,0,0,0,0,1,806
4033,L51212,L,302.0,310.8,1383,50.3,231,1,0,0,0,1,0,2,806
4034,L51213,L,302.1,310.8,1772,27.1,233,0,0,0,0,0,0,3,806
4035,L51214,L,302.0,310.8,1615,29.0,235,1,1,0,0,0,0,4,806
4036,L51215,L,302.0,310.8,1454,36.6,0,0,0,0,0,0,0,5,806
4037,L51216,L,302.0,310.8,1445,49.1,2,0,0,0,0,0,0,6,806
4038,M18897,M,302.0,310.8,1609,35.2,4,0,0,0,0,0,0,7,806
4039,L51218,L,302.0,310.9,1546,34.4,7,0,0,0,0,0,0,8,806
4040,L51219,L,301.9,310.8,1567,39.3,9,0,0,0,0,0,0,9,806
4036,L51215,L,302.0,310.8,1454,36.6,0,0,0,0,0,0,0,0,807
4037,L51216,L,302.0,310.8,1445,49.1,2,0,0,0,0,0,0,1,807
4038,M18897,M,302.0,310.8,1609,35.2,4,0,0,0,0,0,0,2,807
4039,L51218,L,302.0,310.9,1546,34.4,7,0,0,0,0,0,0,3,807
4040,L51219,L,301.9,310.8,1567,39.3,9,0,0,0,0,0,0,4,807
4041,L51220,L,302.0,310.8,1767,27.4,11,0,0,0,0,0,0,5,807
4042,L51221,L,302.0,310.9,1539,34.2,13,0,0,0,0,0,0,6,807
4043,L51222,L,302.0,310.9,1564,39.0,15,0,0,0,0,0,0,7,807
4044,M18903,M,302.0,310.8,1445,46.3,17,0,0,0,0,0,0,8,807
4045,M18904,M,301.9,310.9,1419,47.7,20,1,0,0,0,0,0,9,807
4041,L51220,L,302.0,310.8,1767,27.4,11,0,0,0,0,0,0,0,808
4042,L51221,L,302.0,310.9,1539,34.2,13,0,0,0,0,0,0,1,808
4043,L51222,L,302.0,310.9,1564,39.0,15,0,0,0,0,0,0,2,808
4044,M18903,M,302.0,310.8,1445,46.3,17,0,0,0,0,0,0,3,808
4045,M18904,M,301.9,310.9,1419,47.7,20,1,0,0,0,0,0,4,808
4046,M18905,M,301.8,310.9,1881,20.9,23,0,0,0,0,0,0,5,808
4047,M18906,M,301.9,310.9,1421,46.2,26,0,0,0,0,0,0,6,808
4048,L51227,L,301.9,311.0,1455,46.0,29,0,0,0,0,0,0,7,808
4049,L51228,L,301.9,311.0,2691,12.1,31,1,0,0,1,0,0,8,808
4050,L51229,L,301.8,310.8,1505,41.2,33,0,0,0,0,0,0,9,808
4046,M18905,M,301.8,310.9,1881,20.9,23,0,0,0,0,0,0,0,809
4047,M18906,M,301.9,310.9,1421,46.2,26,0,0,0,0,0,0,1,809
4048,L51227,L,301.9,311.0,1455,46.0,29,0,0,0,0,0,0,2,809
4049,L51228,L,301.9,311.0,2691,12.1,31,1,0,0,1,0,0,3,809
4050,L51229,L,301.8,310.8,1505,41.2,33,0,0,0,0,0,0,4,809
4051,L51230,L,301.8,310.8,1456,46.6,35,0,0,0,0,0,0,5,809
4052,L51231,L,301.8,310.8,1383,46.4,37,0,0,0,0,0,0,6,809
4053,M18912,M,301.9,310.8,1563,39.2,39,0,0,0,0,0,0,7,809
4054,M18913,M,301.9,310.9,2305,16.1,42,0,0,0,0,0,0,8,809
4055,M18914,M,301.9,310.9,1456,43.6,45,0,0,0,0,0,0,9,809
4051,L51230,L,301.8,310.8,1456,46.6,35,0,0,0,0,0,0,0,810
4052,L51231,L,301.8,310.8,1383,46.4,37,0,0,0,0,0,0,1,810
4053,M18912,M,301.9,310.8,1563,39.2,39,0,0,0,0,0,0,2,810
4054,M18913,M,301.9,310.9,2305,16.1,42,0,0,0,0,0,0,3,810
4055,M18914,M,301.9,310.9,1456,43.6,45,0,0,0,0,0,0,4,810
4056,L51235,L,302.0,311.0,1865,22.7,48,0,0,0,0,0,0,5,810
4057,L51236,L,301.9,310.9,1597,36.9,50,0,0,0,0,0,0,6,810
4058,L51237,L,302.0,310.9,1495,38.6,52,0,0,0,0,0,0,7,810
4059,M18918,M,302.0,310.9,1456,47.2,54,0,0,0,0,0,0,8,810
4060,L51239,L,301.9,310.8,1465,44.3,57,0,0,0,0,0,0,9,810
4056,L51235,L,302.0,311.0,1865,22.7,48,0,0,0,0,0,0,0,811
4057,L51236,L,301.9,310.9,1597,36.9,50,0,0,0,0,0,0,1,811
4058,L51237,L,302.0,310.9,1495,38.6,52,0,0,0,0,0,0,2,811
4059,M18918,M,302.0,310.9,1456,47.2,54,0,0,0,0,0,0,3,811
4060,L51239,L,301.9,310.8,1465,44.3,57,0,0,0,0,0,0,4,811
4061,M18920,M,302.0,310.9,1352,55.5,59,0,0,0,0,0,0,5,811
4062,L51241,L,301.9,310.8,1906,21.7,62,0,0,0,0,0,0,6,811
4063,L51242,L,302.0,310.9,1446,44.0,64,0,0,0,0,0,0,7,811
4064,L51243,L,302.0,310.8,1948,19.7,66,0,0,0,0,0,0,8,811
4065,L51244,L,301.9,310.7,1480,47.1,68,0,0,0,0,0,0,9,811
4061,M18920,M,302.0,310.9,1352,55.5,59,0,0,0,0,0,0,0,812
4062,L51241,L,301.9,310.8,1906,21.7,62,0,0,0,0,0,0,1,812
4063,L51242,L,302.0,310.9,1446,44.0,64,0,0,0,0,0,0,2,812
4064,L51243,L,302.0,310.8,1948,19.7,66,0,0,0,0,0,0,3,812
4065,L51244,L,301.9,310.7,1480,47.1,68,0,0,0,0,0,0,4,812
4066,M18925,M,301.9,310.7,1511,37.6,70,0,0,0,0,0,0,5,812
4067,M18926,M,301.9,310.7,1472,47.0,73,0,0,0,0,0,0,6,812
4068,L51247,L,301.9,310.7,1429,51.0,76,0,0,0,0,0,0,7,812
4069,L51248,L,301.9,310.7,1405,48.8,78,0,0,0,0,0,0,8,812
4070,M18929,M,301.9,310.7,1405,47.9,80,0,0,0,0,0,0,9,812
4066,M18925,M,301.9,310.7,1511,37.6,70,0,0,0,0,0,0,0,813
4067,M18926,M,301.9,310.7,1472,47.0,73,0,0,0,0,0,0,1,813
4068,L51247,L,301.9,310.7,1429,51.0,76,0,0,0,0,0,0,2,813
4069,L51248,L,301.9,310.7,1405,48.8,78,0,0,0,0,0,0,3,813
4070,M18929,M,301.9,310.7,1405,47.9,80,0,0,0,0,0,0,4,813
4071,L51250,L,302.0,310.7,1348,58.1,83,0,0,0,0,0,0,5,813
4072,L51251,L,301.9,310.6,1331,68.6,85,1,0,0,1,0,0,6,813
4073,L51252,L,301.9,310.6,1610,33.4,87,0,0,0,0,0,0,7,813
4074,M18933,M,301.9,310.6,1412,46.5,89,0,0,0,0,0,0,8,813
4075,L51254,L,302.0,310.7,1453,42.7,92,0,0,0,0,0,0,9,813
4071,L51250,L,302.0,310.7,1348,58.1,83,0,0,0,0,0,0,0,814
4072,L51251,L,301.9,310.6,1331,68.6,85,1,0,0,1,0,0,1,814
4073,L51252,L,301.9,310.6,1610,33.4,87,0,0,0,0,0,0,2,814
4074,M18933,M,301.9,310.6,1412,46.5,89,0,0,0,0,0,0,3,814
4075,L51254,L,302.0,310.7,1453,42.7,92,0,0,0,0,0,0,4,814
4076,L51255,L,302.0,310.6,1583,38.9,94,0,0,0,0,0,0,5,814
4077,M18936,M,302.0,310.6,1539,37.4,96,0,0,0,0,0,0,6,814
4078,L51257,L,302.0,310.5,1635,39.8,99,0,0,0,0,0,0,7,814
4079,H33492,H,302.1,310.7,1294,62.4,101,1,0,1,0,0,0,8,814
4080,L51259,L,302.0,310.5,1978,22.0,106,0,0,0,0,0,0,9,814
4076,L51255,L,302.0,310.6,1583,38.9,94,0,0,0,0,0,0,0,815
4077,M18936,M,302.0,310.6,1539,37.4,96,0,0,0,0,0,0,1,815
4078,L51257,L,302.0,310.5,1635,39.8,99,0,0,0,0,0,0,2,815
4079,H33492,H,302.1,310.7,1294,62.4,101,1,0,1,0,0,0,3,815
4080,L51259,L,302.0,310.5,1978,22.0,106,0,0,0,0,0,0,4,815
4081,L51260,L,302.0,310.4,1357,58.0,108,1,0,1,0,0,0,5,815
4082,L51261,L,302.0,310.4,1336,58.2,110,1,0,1,0,0,0,6,815
4083,L51262,L,302.0,310.4,1568,39.2,112,0,0,0,0,0,0,7,815
4084,M18943,M,302.0,310.4,1567,36.4,114,0,0,0,0,0,0,8,815
4085,L51264,L,302.0,310.4,1611,35.6,117,0,0,0,0,0,0,9,815
4081,L51260,L,302.0,310.4,1357,58.0,108,1,0,1,0,0,0,0,816
4082,L51261,L,302.0,310.4,1336,58.2,110,1,0,1,0,0,0,1,816
4083,L51262,L,302.0,310.4,1568,39.2,112,0,0,0,0,0,0,2,816
4084,M18943,M,302.0,310.4,1567,36.4,114,0,0,0,0,0,0,3,816
4085,L51264,L,302.0,310.4,1611,35.6,117,0,0,0,0,0,0,4,816
4086,H33499,H,302.0,310.5,1841,23.6,119,0,0,0,0,0,0,5,816
4087,L51266,L,302.0,310.5,1567,36.1,124,0,0,0,0,0,0,6,816
4088,L51267,L,301.9,310.4,1376,54.9,126,1,0,1,0,0,0,7,816
4089,L51268,L,301.9,310.5,1477,42.4,128,0,0,0,0,0,0,8,816
4090,M18949,M,301.9,310.5,1590,40.3,130,0,0,0,0,0,0,9,816
4086,H33499,H,302.0,310.5,1841,23.6,119,0,0,0,0,0,0,0,817
4087,L51266,L,302.0,310.5,1567,36.1,124,0,0,0,0,0,0,1,817
4088,L51267,L,301.9,310.4,1376,54.9,126,1,0,1,0,0,0,2,817
4089,L51268,L,301.9,310.5,1477,42.4,128,0,0,0,0,0,0,3,817
4090,M18949,M,301.9,310.5,1590,40.3,130,0,0,0,0,0,0,4,817
4091,L51270,L,302.0,310.5,2197,15.8,133,0,0,0,0,0,0,5,817
4092,M18951,M,302.0,310.4,1595,32.9,135,0,0,0,0,0,0,6,817
4093,H33506,H,302.0,310.5,1812,24.4,138,0,0,0,0,0,0,7,817
4094,M18953,M,302.0,310.5,1573,32.1,143,0,0,0,0,0,0,8,817
4095,L51274,L,302.0,310.5,1651,30.9,146,0,0,0,0,0,0,9,817
4091,L51270,L,302.0,310.5,2197,15.8,133,0,0,0,0,0,0,0,818
4092,M18951,M,302.0,310.4,1595,32.9,135,0,0,0,0,0,0,1,818
4093,H33506,H,302.0,310.5,1812,24.4,138,0,0,0,0,0,0,2,818
4094,M18953,M,302.0,310.5,1573,32.1,143,0,0,0,0,0,0,3,818
4095,L51274,L,302.0,310.5,1651,30.9,146,0,0,0,0,0,0,4,818
4096,H33509,H,302.0,310.5,1459,43.2,148,0,0,0,0,0,0,5,818
4097,L51276,L,301.9,310.4,1370,51.7,153,1,0,1,0,0,0,6,818
4098,L51277,L,301.9,310.4,1518,34.1,155,0,0,0,0,0,0,7,818
4099,L51278,L,302.0,310.3,1648,29.6,157,0,0,0,0,0,0,8,818
4100,L51279,L,302.0,310.4,1464,47.2,159,0,0,0,0,0,0,9,818
4096,H33509,H,302.0,310.5,1459,43.2,148,0,0,0,0,0,0,0,819
4097,L51276,L,301.9,310.4,1370,51.7,153,1,0,1,0,0,0,1,819
4098,L51277,L,301.9,310.4,1518,34.1,155,0,0,0,0,0,0,2,819
4099,L51278,L,302.0,310.3,1648,29.6,157,0,0,0,0,0,0,3,819
4100,L51279,L,302.0,310.4,1464,47.2,159,0,0,0,0,0,0,4,819
4101,L51280,L,302.0,310.4,1895,23.2,161,0,0,0,0,0,0,5,819
4102,L51281,L,301.9,310.4,1884,23.4,163,0,0,0,0,0,0,6,819
4103,L51282,L,302.0,310.4,1450,46.6,165,0,0,0,0,0,0,7,819
4104,L51283,L,302.0,310.4,1448,43.4,167,0,0,0,0,0,0,8,819
4105,L51284,L,302.1,310.5,1389,49.6,169,0,0,0,0,0,0,9,819
4101,L51280,L,302.0,310.4,1895,23.2,161,0,0,0,0,0,0,0,820
4102,L51281,L,301.9,310.4,1884,23.4,163,0,0,0,0,0,0,1,820
4103,L51282,L,302.0,310.4,1450,46.6,165,0,0,0,0,0,0,2,820
4104,L51283,L,302.0,310.4,1448,43.4,167,0,0,0,0,0,0,3,820
4105,L51284,L,302.1,310.5,1389,49.6,169,0,0,0,0,0,0,4,820
4106,L51285,L,302.0,310.6,1583,35.2,171,0,0,0,0,0,0,5,820
4107,L51286,L,301.9,310.5,1425,51.1,173,0,0,0,0,0,0,6,820
4108,L51287,L,302.0,310.5,1809,27.1,175,0,0,0,0,0,0,7,820
4109,L51288,L,301.9,310.5,1892,21.8,177,0,0,0,0,0,0,8,820
4110,M18969,M,301.9,310.6,1475,47.8,179,0,0,0,0,0,0,9,820
4106,L51285,L,302.0,310.6,1583,35.2,171,0,0,0,0,0,0,0,821
4107,L51286,L,301.9,310.5,1425,51.1,173,0,0,0,0,0,0,1,821
4108,L51287,L,302.0,310.5,1809,27.1,175,0,0,0,0,0,0,2,821
4109,L51288,L,301.9,310.5,1892,21.8,177,0,0,0,0,0,0,3,821
4110,M18969,M,301.9,310.6,1475,47.8,179,0,0,0,0,0,0,4,821
4111,L51290,L,302.0,310.6,1361,46.7,182,0,0,0,0,0,0,5,821
4112,M18971,M,302.0,310.6,1563,41.0,184,0,0,0,0,0,0,6,821
4113,H33526,H,301.9,310.5,1472,39.7,187,0,0,0,0,0,0,7,821
4114,L51293,L,302.0,310.6,1325,55.3,192,0,0,0,0,0,0,8,821
4115,L51294,L,302.0,310.6,1358,53.1,194,0,0,0,0,0,0,9,821
4111,L51290,L,302.0,310.6,1361,46.7,182,0,0,0,0,0,0,0,822
4112,M18971,M,302.0,310.6,1563,41.0,184,0,0,0,0,0,0,1,822
4113,H33526,H,301.9,310.5,1472,39.7,187,0,0,0,0,0,0,2,822
4114,L51293,L,302.0,310.6,1325,55.3,192,0,0,0,0,0,0,3,822
4115,L51294,L,302.0,310.6,1358,53.1,194,0,0,0,0,0,0,4,822
4116,H33529,H,302.0,310.6,1346,54.7,196,0,0,0,0,0,0,5,822
4117,M18976,M,302.0,310.5,1381,58.4,201,0,0,0,0,0,0,6,822
4118,L51297,L,301.9,310.5,1340,55.7,204,1,0,0,0,1,0,7,822
4119,L51298,L,302.0,310.6,1366,47.7,206,0,0,0,0,0,0,8,822
4120,L51299,L,302.1,310.7,1325,45.1,208,1,0,1,0,0,0,9,822
4116,H33529,H,302.0,310.6,1346,54.7,196,0,0,0,0,0,0,0,823
4117,M18976,M,302.0,310.5,1381,58.4,201,0,0,0,0,0,0,1,823
4118,L51297,L,301.9,310.5,1340,55.7,204,1,0,0,0,1,0,2,823
4119,L51298,L,302.0,310.6,1366,47.7,206,0,0,0,0,0,0,3,823
4120,L51299,L,302.1,310.7,1325,45.1,208,1,0,1,0,0,0,4,823
4121,M18980,M,302.1,310.7,1376,46.3,210,1,0,1,0,0,0,5,823
4122,M18981,M,302.1,310.7,1364,47.8,213,1,0,1,0,0,0,6,823
4123,L51302,L,302.2,310.6,1462,43.6,0,0,0,0,0,0,0,7,823
4124,M18983,M,302.1,310.6,1517,38.9,2,0,0,0,0,0,0,8,823
4125,L51304,L,302.1,310.6,1385,53.6,5,0,0,0,0,0,0,9,823
4121,M18980,M,302.1,310.7,1376,46.3,210,1,0,1,0,0,0,0,824
4122,M18981,M,302.1,310.7,1364,47.8,213,1,0,1,0,0,0,1,824
4123,L51302,L,302.2,310.6,1462,43.6,0,0,0,0,0,0,0,2,824
4124,M18983,M,302.1,310.6,1517,38.9,2,0,0,0,0,0,0,3,824
4125,L51304,L,302.1,310.6,1385,53.6,5,0,0,0,0,0,0,4,824
4126,L51305,L,302.1,310.6,1439,40.0,7,0,0,0,0,0,0,5,824
4127,M18986,M,302.0,310.6,1623,34.3,9,0,0,0,0,0,0,6,824
4128,H33541,H,302.0,310.6,1438,43.2,12,0,0,0,0,0,0,7,824
4129,L51308,L,301.9,310.4,1708,24.8,17,0,0,0,0,0,0,8,824
4130,M18989,M,301.8,310.3,1666,32.7,19,0,0,0,0,0,0,9,824
4126,L51305,L,302.1,310.6,1439,40.0,7,0,0,0,0,0,0,0,825
4127,M18986,M,302.0,310.6,1623,34.3,9,0,0,0,0,0,0,1,825
4128,H33541,H,302.0,310.6,1438,43.2,12,0,0,0,0,0,0,2,825
4129,L51308,L,301.9,310.4,1708,24.8,17,0,0,0,0,0,0,3,825
4130,M18989,M,301.8,310.3,1666,32.7,19,0,0,0,0,0,0,4,825
4131,L51310,L,301.9,310.4,1286,62.8,22,1,0,1,0,0,0,5,825
4132,L51311,L,301.9,310.3,1485,46.3,24,0,0,0,0,0,0,6,825
4133,M18992,M,301.8,310.3,1409,52.5,26,0,0,0,0,0,0,7,825
4134,L51313,L,301.8,310.3,1765,27.3,29,0,0,0,0,0,0,8,825
4135,L51314,L,301.8,310.3,1688,28.8,31,0,0,0,0,0,0,9,825
4131,L51310,L,301.9,310.4,1286,62.8,22,1,0,1,0,0,0,0,826
4132,L51311,L,301.9,310.3,1485,46.3,24,0,0,0,0,0,0,1,826
4133,M18992,M,301.8,310.3,1409,52.5,26,0,0,0,0,0,0,2,826
4134,L51313,L,301.8,310.3,1765,27.3,29,0,0,0,0,0,0,3,826
4135,L51314,L,301.8,310.3,1688,28.8,31,0,0,0,0,0,0,4,826
4136,M18995,M,301.7,310.3,1787,26.7,33,0,0,0,0,0,0,5,826
4137,L51316,L,301.7,310.1,1487,48.0,36,0,0,0,0,0,0,6,826
4138,L51317,L,301.7,310.1,1384,50.5,38,0,0,0,0,0,0,7,826
4139,L51318,L,301.7,310.2,1311,57.4,40,1,0,1,0,0,0,8,826
4140,H33553,H,301.7,310.2,1620,30.8,42,0,0,0,0,0,0,9,826
4136,M18995,M,301.7,310.3,1787,26.7,33,0,0,0,0,0,0,0,827
4137,L51316,L,301.7,310.1,1487,48.0,36,0,0,0,0,0,0,1,827
4138,L51317,L,301.7,310.1,1384,50.5,38,0,0,0,0,0,0,2,827
4139,L51318,L,301.7,310.2,1311,57.4,40,1,0,1,0,0,0,3,827
4140,H33553,H,301.7,310.2,1620,30.8,42,0,0,0,0,0,0,4,827
4141,L51320,L,301.7,310.2,1331,61.2,47,1,0,1,0,0,0,5,827
4142,H33555,H,301.7,310.1,1462,38.3,49,0,0,0,0,0,0,6,827
4143,L51322,L,301.7,310.1,1424,50.2,54,0,0,0,0,0,0,7,827
4144,L51323,L,301.7,310.1,1500,39.6,56,0,0,0,0,0,0,8,827
4145,L51324,L,301.8,310.1,1738,28.0,58,0,0,0,0,0,0,9,827
4141,L51320,L,301.7,310.2,1331,61.2,47,1,0,1,0,0,0,0,828
4142,H33555,H,301.7,310.1,1462,38.3,49,0,0,0,0,0,0,1,828
4143,L51322,L,301.7,310.1,1424,50.2,54,0,0,0,0,0,0,2,828
4144,L51323,L,301.7,310.1,1500,39.6,56,0,0,0,0,0,0,3,828
4145,L51324,L,301.8,310.1,1738,28.0,58,0,0,0,0,0,0,4,828
4146,M19005,M,301.8,310.3,1465,46.5,60,0,0,0,0,0,0,5,828
4147,L51326,L,301.8,310.3,1482,41.4,63,0,0,0,0,0,0,6,828
4148,L51327,L,301.9,310.3,1398,44.0,65,0,0,0,0,0,0,7,828
4149,L51328,L,301.9,310.3,1972,21.3,67,0,0,0,0,0,0,8,828
4150,L51329,L,301.9,310.4,1603,37.6,69,0,0,0,0,0,0,9,828
4146,M19005,M,301.8,310.3,1465,46.5,60,0,0,0,0,0,0,0,829
4147,L51326,L,301.8,310.3,1482,41.4,63,0,0,0,0,0,0,1,829
4148,L51327,L,301.9,310.3,1398,44.0,65,0,0,0,0,0,0,2,829
4149,L51328,L,301.9,310.3,1972,21.3,67,0,0,0,0,0,0,3,829
4150,L51329,L,301.9,310.4,1603,37.6,69,0,0,0,0,0,0,4,829
4151,L51330,L,301.9,310.4,1610,34.8,71,0,0,0,0,0,0,5,829
4152,M19011,M,301.9,310.4,1373,48.0,73,1,0,1,0,0,0,6,829
4153,M19012,M,302.0,310.5,1425,44.7,76,0,0,0,0,0,0,7,829
4154,M19013,M,302.0,310.4,1212,55.6,79,1,0,1,0,0,0,8,829
4155,M19014,M,302.0,310.4,1828,26.3,82,0,0,0,0,0,0,9,829
4151,L51330,L,301.9,310.4,1610,34.8,71,0,0,0,0,0,0,0,830
